UserID,Mood,Engagement,EngagementDelta,Reflection,Domain,Skills,Experience,Availability,TrueSupport,sentiment_compound,sentiment_neg,sentiment_pos,negative_word_freq,academic_signal,withdrawal_signal,motivation_signal,text_length_norm,emotional_score,academic_score,motivational_score,PredictedSupport,SupportConfidence
User_0103,5.3,0.36,-0.06,I know what I need to do but I just can't get myself started.,Psychology,"Statistics, Leadership, Teamwork, Project Management, Communication",Advanced,"Weekends, Morning",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,4.0,4.0,Academic,0.4
User_0104,5.2,0.44,0.01,I know what I need to do but I just can't get myself started.,Biology,"Project Management, Teamwork",Expert,Weekends,Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,5.0,Motivational,0.5
User_0105,9.2,0.93,0.2,Had a normal day. Nothing special to report.,Education,"Problem Solving, Machine Learning, Leadership",Beginner,"Afternoon, Morning, Night",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0106,4.6,0.25,-0.17,I need a study partner who can explain things differently.,Computer Science,"Presentation, Leadership, Teamwork",Advanced,"Weekends, Flexible, Afternoon",Academic,-0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.2,1.5,7.0,3.0,Academic,0.7
User_0107,3.2,0.33,-0.07,I've been struggling with anxiety and can't focus on anything.,Business,"Problem Solving, Statistics",Advanced,"Flexible, Night, Evening",Emotional,-0.6668,0.1667,0.0,0.1667,0.0,0.0,0.0,0.2,7.0,3.0,1.0,Emotional,0.7
User_0108,4.8,0.38,0.01,I keep procrastinating and need someone to hold me accountable.,Mathematics,"Time Management, Problem Solving, Communication",Beginner,"Flexible, Night, Afternoon",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.2,0.0,3.0,4.5,Motivational,0.45
User_0109,1.6,0.45,-0.26,I'm really stressed and feeling disconnected from everyone.,Literature,"Python, Problem Solving, Communication, Writing",Expert,Evening,Emotional,-1.0,0.2857,0.0,0.2857,0.0,0.1429,0.0,0.2333,8.5,2.0,2.0,Emotional,0.85
User_0110,1.5,0.39,-0.11,I've been struggling with anxiety and can't focus on anything.,Data Science,"Project Management, Problem Solving",Intermediate,"Afternoon, Weekends, Night",Emotional,-0.6668,0.1667,0.0,0.1667,0.0,0.0,0.0,0.2,7.0,5.0,0.0,Emotional,0.7
User_0111,7.2,0.92,0.09,Today was balanced. Making good progress overall.,Computer Science,"Problem Solving, Project Management, Presentation, Research, Leadership",Intermediate,"Evening, Night, Afternoon",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,None,0.0
User_0112,6.2,0.27,-0.05,"I feel neutral — not bad, just stuck and unmotivated.",Education,"Leadership, Programming, Communication, Data Analysis, Critical Thinking",Intermediate,"Night, Afternoon, Weekends",Motivational,-0.8,0.2,0.0,0.2,0.0,0.0,0.4,0.1667,4.0,4.0,4.5,Motivational,0.45
User_0113,3.7,0.15,-0.19,I feel hopeless about my progress and don't see a way forward.,Data Science,"Communication, Statistics",Expert,Evening,Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,7.5,5.0,0.0,Emotional,0.75
User_0114,7.5,0.63,0.04,Doing well. Staying on track with my goals.,Business,"Data Analysis, Python",Intermediate,"Weekends, Evening",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1667,0.0,0.0,2.5,Motivational,0.25
User_0115,2.3,0.1,-0.28,I'm really stressed and feeling disconnected from everyone.,Business,"Writing, Python, Communication",Expert,"Flexible, Afternoon",Emotional,-1.0,0.2857,0.0,0.2857,0.0,0.1429,0.0,0.2333,10.0,5.0,0.0,Emotional,1.0
User_0116,4.8,0.43,-0.16,I failed my last assignment and don't know where to improve.,Psychology,"Statistics, Programming, Communication, Research, Teamwork",Intermediate,Morning,Academic,-0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.2,0.0,4.0,5.0,Motivational,0.5
User_0117,6.0,0.74,0.11,Feeling alright. Working through my tasks steadily.,Education,"Project Management, Critical Thinking",Expert,"Afternoon, Flexible, Evening",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0118,1.1,0.24,-0.21,I feel really overwhelmed lately and don't know how to cope.,Data Science,"Statistics, Critical Thinking, Teamwork, Programming",Expert,"Weekends, Morning, Night",Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,7.5,5.0,0.0,Emotional,0.75
User_0119,4.3,0.37,-0.08,I keep procrastinating and need someone to hold me accountable.,Mathematics,"Research, Presentation, Project Management, Programming",Advanced,Weekends,Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.2,0.0,3.0,5.5,Motivational,0.55
User_0120,6.2,0.68,0.01,Everything is fine. Learning and growing steadily.,Physics,"Programming, Writing, Statistics",Intermediate,"Night, Morning, Evening",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0121,7.1,0.92,0.09,Pretty good day. Focused and productive.,Data Science,"Communication, Python, Programming, Project Management, Research",Advanced,"Evening, Morning",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0122,8.9,0.63,0.12,Feeling alright. Working through my tasks steadily.,Literature,"Writing, Leadership, Presentation, Teamwork",Beginner,"Weekends, Evening",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0123,4.4,0.41,-0.06,"I feel neutral — not bad, just stuck and unmotivated.",Business,"Statistics, Problem Solving",Expert,"Evening, Flexible, Night",Motivational,-0.8,0.2,0.0,0.2,0.0,0.0,0.4,0.1667,4.0,0.0,6.5,Motivational,0.65
User_0124,6.6,0.84,0.16,Things are going okay. Just checking in today.,Biology,"Statistics, Project Management",Beginner,"Night, Evening, Afternoon",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0125,5.3,0.39,-0.06,I need a study partner who can explain things differently.,Mathematics,"Programming, Project Management, Problem Solving",Beginner,"Night, Weekends",Academic,-0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.2,0.0,6.0,4.0,Academic,0.6
User_0126,9.8,0.61,0.04,Pretty good day. Focused and productive.,Mathematics,"Critical Thinking, Problem Solving, Data Analysis",Intermediate,"Flexible, Evening",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0127,1.4,0.4,-0.19,I'm feeling burnt out and emotionally drained.,Biology,"Presentation, Leadership, Research, Machine Learning",Intermediate,"Flexible, Night",Emotional,-1.0,0.4,0.0,0.4,0.0,0.0,0.0,0.1667,7.0,5.0,0.0,Emotional,0.7
User_0128,3.4,0.28,-0.27,I feel hopeless about my progress and don't see a way forward.,Business,"Presentation, Statistics, Critical Thinking, Programming",Intermediate,"Evening, Afternoon",Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,7.5,5.0,0.0,Emotional,0.75
User_0129,3.7,0.29,-0.11,I don't understand how to approach the research methodology.,Engineering,"Python, Problem Solving, Critical Thinking, Machine Learning, Teamwork",Beginner,"Weekends, Afternoon",Academic,-0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1667,4.5,7.0,1.0,Academic,0.7
User_0130,6.5,0.93,0.11,Feeling alright. Working through my tasks steadily.,Literature,"Writing, Problem Solving",Advanced,"Morning, Night, Weekends",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0131,4.5,0.4,-0.18,I can't grasp the mathematical concepts no matter how hard I try.,Literature,"Teamwork, Statistics",Intermediate,"Afternoon, Evening, Flexible",Academic,-0.5716,0.1429,0.0,0.1429,0.1429,0.0,0.0,0.2333,3.0,7.0,2.0,Academic,0.7
User_0132,2.8,0.13,-0.14,I've been struggling with anxiety and can't focus on anything.,Biology,"Project Management, Critical Thinking, Communication",Advanced,Flexible,Emotional,-0.6668,0.1667,0.0,0.1667,0.0,0.0,0.0,0.2,8.5,5.0,0.0,Emotional,0.85
User_0133,5.5,0.42,-0.17,I'm struggling to understand the core concepts in my coursework.,Education,"Teamwork, Machine Learning, Python, Programming",Advanced,Morning,Academic,-0.6668,0.1667,0.0,0.1667,0.5,0.0,0.0,0.2,4.0,4.0,4.0,Emotional,0.4
User_0134,8.8,0.66,0.08,Things are manageable. Looking forward to improving more.,Data Science,"Project Management, Communication, Leadership, Research",Beginner,"Night, Evening, Flexible",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0135,3.9,0.28,-0.14,I need a study partner who can explain things differently.,Business,"Problem Solving, Teamwork, Presentation",Expert,"Flexible, Evening",Academic,-0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.2,4.5,7.0,1.0,Academic,0.7
User_0136,3.7,0.48,-0.08,I'm falling behind on deadlines and need academic guidance.,Physics,"Communication, Leadership",Beginner,Afternoon,Academic,-0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.2333,3.0,2.0,4.0,Motivational,0.4
User_0137,6.5,0.31,-0.07,I don't understand how to approach the research methodology.,Psychology,"Time Management, Machine Learning, Presentation, Problem Solving",Expert,Afternoon,Academic,-0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1667,0.0,6.0,4.0,Academic,0.6
User_0138,2.5,0.41,-0.14,I'm feeling burnt out and emotionally drained.,Mathematics,"Critical Thinking, Leadership, Research, Programming, Machine Learning",Advanced,"Morning, Flexible",Emotional,-1.0,0.4,0.0,0.4,0.0,0.0,0.0,0.1667,7.0,2.0,2.0,Emotional,0.7
User_0139,5.9,0.38,-0.07,I want to improve but can't find the motivation to push forward.,Data Science,"Teamwork, Statistics",Advanced,"Afternoon, Evening",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.2333,0.0,4.0,5.5,Motivational,0.55
User_0140,6.4,0.39,0.01,"I feel neutral — not bad, just stuck and unmotivated.",Data Science,"Statistics, Data Analysis, Critical Thinking, Leadership",Intermediate,"Evening, Weekends, Morning",Motivational,-0.8,0.2,0.0,0.2,0.0,0.0,0.4,0.1667,4.0,4.0,3.5,Emotional,0.4
User_0141,5.8,0.53,-0.05,I keep procrastinating and need someone to hold me accountable.,Psychology,"Machine Learning, Critical Thinking, Data Analysis",Intermediate,"Morning, Flexible, Weekends",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.2,0.0,0.0,7.5,Motivational,0.75
User_0142,5.6,0.25,-0.09,I need a study partner who can explain things differently.,Business,"Writing, Data Analysis, Machine Learning, Presentation",Expert,"Weekends, Evening",Academic,-0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.2,0.0,6.0,4.0,Academic,0.6
User_0143,4.7,0.48,0.04,I want to improve but can't find the motivation to push forward.,Mathematics,"Machine Learning, Communication, Programming, Presentation, Project Management",Expert,Weekends,Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.2333,0.0,0.0,6.5,Motivational,0.65
User_0144,2.7,0.35,-0.25,I'm feeling burnt out and emotionally drained.,Education,"Writing, Critical Thinking, Project Management, Presentation, Machine Learning",Beginner,"Afternoon, Flexible",Emotional,-1.0,0.4,0.0,0.4,0.0,0.0,0.0,0.1667,7.0,5.0,0.0,Emotional,0.7
User_0145,6.2,0.51,-0.14,I keep procrastinating and need someone to hold me accountable.,Literature,"Data Analysis, Presentation, Research",Expert,"Weekends, Flexible",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.2,0.0,2.0,6.5,Motivational,0.65
User_0146,5.1,0.39,-0.08,I can't grasp the mathematical concepts no matter how hard I try.,Data Science,"Project Management, Leadership, Critical Thinking, Data Analysis",Advanced,"Afternoon, Night",Academic,-0.5716,0.1429,0.0,0.1429,0.1429,0.0,0.0,0.2333,3.0,6.0,3.0,Academic,0.6
User_0147,8.8,0.88,0.1,Things are manageable. Looking forward to improving more.,Engineering,"Communication, Critical Thinking, Time Management",Advanced,Evening,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0148,4.7,0.35,-0.01,"I feel neutral — not bad, just stuck and unmotivated.",Data Science,"Communication, Statistics, Machine Learning, Project Management",Intermediate,"Night, Flexible, Evening",Motivational,-0.8,0.2,0.0,0.2,0.0,0.0,0.4,0.1667,4.0,3.0,4.5,Motivational,0.45
User_0149,7.0,0.87,0.11,Today was balanced. Making good progress overall.,Biology,"Research, Time Management, Critical Thinking, Communication, Programming",Intermediate,"Evening, Afternoon, Morning",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.0,Motivational,0.3
User_0150,2.2,0.43,-0.08,I'm feeling burnt out and emotionally drained.,Mathematics,"Problem Solving, Presentation, Leadership, Statistics, Project Management",Intermediate,Morning,Emotional,-1.0,0.4,0.0,0.4,0.0,0.0,0.0,0.1667,7.0,0.0,3.0,Emotional,0.7
User_0151,4.8,0.44,-0.06,I'm struggling to understand the core concepts in my coursework.,Biology,"Communication, Project Management, Python, Statistics",Intermediate,"Weekends, Afternoon, Morning",Academic,-0.6668,0.1667,0.0,0.1667,0.5,0.0,0.0,0.2,4.0,2.0,5.0,Motivational,0.5
User_0152,8.3,0.64,0.2,Everything is fine. Learning and growing steadily.,Physics,"Time Management, Presentation, Communication",Advanced,Morning,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0153,6.6,0.78,0.05,Feeling alright. Working through my tasks steadily.,Data Science,"Time Management, Writing, Critical Thinking, Leadership, Communication",Advanced,Morning,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0154,3.5,0.28,-0.28,Everything seems too much. I feel isolated and exhausted.,Business,"Machine Learning, Project Management, Programming, Research",Expert,Weekends,Emotional,-1.0,0.3333,0.0,0.3333,0.0,0.1667,0.0,0.2,10.0,5.0,0.0,Emotional,1.0
User_0155,6.4,0.26,-0.11,I'm struggling to understand the core concepts in my coursework.,Psychology,"Problem Solving, Research, Python, Communication, Data Analysis",Advanced,Night,Academic,-0.6668,0.1667,0.0,0.1667,0.5,0.0,0.0,0.2,5.5,8.0,2.0,Academic,0.8
User_0156,5.7,0.57,0.03,I need someone to inspire me and keep me on track.,Business,"Python, Project Management, Statistics",Expert,"Evening, Afternoon",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1667,0.0,0.0,6.5,Motivational,0.65
User_0157,2.2,0.29,-0.18,I feel hopeless about my progress and don't see a way forward.,Biology,"Machine Learning, Research, Teamwork, Writing",Advanced,"Afternoon, Night",Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,7.5,5.0,0.0,Emotional,0.75
User_0158,3.7,0.34,-0.15,I need help organizing my study plan and understanding the material.,Education,"Critical Thinking, Leadership",Beginner,"Flexible, Evening, Morning",Academic,-0.0,0.0,0.0,0.0,0.2857,0.0,0.0,0.2333,4.5,7.0,1.0,Academic,0.7
User_0159,5.9,0.31,-0.15,I don't understand how to approach the research methodology.,Business,"Statistics, Project Management, Research, Presentation, Machine Learning",Expert,"Morning, Weekends",Academic,-0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1667,1.5,8.0,3.0,Academic,0.8
User_0160,2.7,0.12,-0.21,Everything seems too much. I feel isolated and exhausted.,Data Science,"Project Management, Programming, Communication, Presentation, Python",Intermediate,"Evening, Morning",Emotional,-1.0,0.3333,0.0,0.3333,0.0,0.1667,0.0,0.2,10.0,5.0,0.0,Emotional,1.0
User_0161,2.3,0.42,-0.21,Everything seems too much. I feel isolated and exhausted.,Mathematics,"Python, Communication, Data Analysis, Writing, Presentation",Expert,"Flexible, Night, Evening",Emotional,-1.0,0.3333,0.0,0.3333,0.0,0.1667,0.0,0.2,8.5,2.0,2.0,Emotional,0.85
User_0162,6.0,0.41,-0.05,I don't understand how to approach the research methodology.,Business,"Writing, Critical Thinking",Intermediate,"Weekends, Afternoon",Academic,-0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1667,0.0,2.0,6.0,Motivational,0.6
User_0163,9.7,0.89,0.02,Pretty good day. Focused and productive.,Data Science,"Teamwork, Research, Time Management, Leadership, Problem Solving",Intermediate,Evening,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0164,1.7,0.12,-0.19,I feel hopeless about my progress and don't see a way forward.,Engineering,"Statistics, Time Management, Machine Learning",Beginner,Night,Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,7.5,5.0,0.0,Emotional,0.75
User_0165,1.7,0.41,-0.05,I feel hopeless about my progress and don't see a way forward.,Psychology,"Research, Teamwork, Presentation, Machine Learning",Advanced,"Weekends, Flexible",Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,6.0,0.0,3.0,Emotional,0.6
User_0166,8.2,0.62,0.07,Pretty good day. Focused and productive.,Biology,"Python, Critical Thinking, Machine Learning, Presentation",Expert,Flexible,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0167,6.1,0.3,-0.06,I know what I need to do but I just can't get myself started.,Literature,"Writing, Communication, Data Analysis, Time Management, Critical Thinking",Advanced,"Afternoon, Flexible",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,4.0,4.0,Academic,0.4
User_0168,9.7,0.94,0.02,Today was balanced. Making good progress overall.,Literature,"Data Analysis, Research, Communication",Beginner,Evening,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,None,0.0
User_0169,2.4,0.4,-0.22,I feel really overwhelmed lately and don't know how to cope.,Biology,"Project Management, Machine Learning, Teamwork, Python, Statistics",Intermediate,Weekends,Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,6.0,5.0,0.0,Emotional,0.6
User_0170,4.7,0.23,-0.19,I can't grasp the mathematical concepts no matter how hard I try.,Engineering,"Presentation, Programming",Intermediate,"Afternoon, Weekends",Academic,-0.5716,0.1429,0.0,0.1429,0.1429,0.0,0.0,0.2333,4.5,7.0,2.0,Academic,0.7
User_0171,9.0,0.73,0.04,Doing well. Staying on track with my goals.,Physics,"Communication, Time Management, Problem Solving, Critical Thinking",Expert,"Night, Morning",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1667,0.0,0.0,2.5,Motivational,0.25
User_0172,7.2,0.68,0.05,Today was balanced. Making good progress overall.,Computer Science,"Presentation, Writing, Python",Expert,"Weekends, Flexible",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,None,0.0
User_0173,8.9,0.74,0.03,Things are manageable. Looking forward to improving more.,Data Science,"Communication, Programming, Leadership, Presentation",Intermediate,"Flexible, Night, Weekends",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0174,5.8,0.29,-0.08,My grades have been dropping and I feel academically behind.,Data Science,"Critical Thinking, Python",Beginner,Flexible,Academic,-0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1667,0.0,6.0,4.0,Academic,0.6
User_0175,3.0,0.11,-0.17,Today was hard. I felt very lonely and couldn't concentrate.,Psychology,"Research, Critical Thinking",Expert,"Evening, Morning",Emotional,-1.0,0.3333,0.0,0.3333,0.0,0.1667,0.0,0.2,10.0,5.0,0.0,Emotional,1.0
User_0176,3.8,0.28,-0.24,I'm really stressed and feeling disconnected from everyone.,Computer Science,"Critical Thinking, Communication, Python, Time Management",Beginner,"Flexible, Night, Afternoon",Emotional,-1.0,0.2857,0.0,0.2857,0.0,0.1429,0.0,0.2333,10.0,5.0,0.0,Emotional,1.0
User_0177,4.7,0.54,-0.13,I know what I need to do but I just can't get myself started.,Biology,"Statistics, Problem Solving, Data Analysis, Leadership, Machine Learning",Intermediate,Flexible,Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.0,5.0,Motivational,0.5
User_0178,1.2,0.4,-0.14,I don't feel motivated at all and keep withdrawing from activities.,Literature,"Data Analysis, Critical Thinking, Leadership, Python, Project Management",Intermediate,Flexible,Emotional,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2333,3.0,5.0,1.0,Academic,0.5
User_0179,3.8,0.34,-0.23,I feel really overwhelmed lately and don't know how to cope.,Data Science,"Research, Time Management",Beginner,"Weekends, Night, Evening",Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,7.5,5.0,0.0,Emotional,0.75
User_0180,6.3,0.25,-0.14,I'm falling behind on deadlines and need academic guidance.,Business,"Research, Machine Learning",Expert,Flexible,Academic,-0.0,0.0,0.0,0.0,0.1429,0.0,0.0,0.2333,1.5,8.0,3.0,Academic,0.8
User_0181,4.1,0.4,0.02,"I feel neutral — not bad, just stuck and unmotivated.",Literature,"Programming, Presentation, Teamwork",Advanced,Weekends,Motivational,-0.8,0.2,0.0,0.2,0.0,0.0,0.4,0.1667,4.0,3.0,3.5,Emotional,0.4
User_0182,8.2,0.75,0.04,Pretty good day. Focused and productive.,Business,"Project Management, Communication",Advanced,"Night, Afternoon",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0183,2.1,0.37,-0.26,Today was hard. I felt very lonely and couldn't concentrate.,Education,"Programming, Research, Presentation, Statistics",Intermediate,Evening,Emotional,-1.0,0.3333,0.0,0.3333,0.0,0.1667,0.0,0.2,8.5,5.0,0.0,Emotional,0.85
User_0184,4.3,0.28,-0.06,I need a push to stay consistent with my goals.,Business,"Statistics, Python",Advanced,"Night, Evening",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1667,0.0,3.0,5.5,Motivational,0.55
User_0185,3.6,0.1,-0.2,Everything seems too much. I feel isolated and exhausted.,Computer Science,"Problem Solving, Critical Thinking",Advanced,Weekends,Emotional,-1.0,0.3333,0.0,0.3333,0.0,0.1667,0.0,0.2,10.0,5.0,0.0,Emotional,1.0
User_0186,4.3,0.2,-0.22,I can't grasp the mathematical concepts no matter how hard I try.,Education,"Project Management, Data Analysis, Writing",Advanced,Evening,Academic,-0.5716,0.1429,0.0,0.1429,0.1429,0.0,0.0,0.2333,4.5,7.0,2.0,Academic,0.7
User_0187,6.4,0.72,0.19,Doing well. Staying on track with my goals.,Biology,"Programming, Statistics, Problem Solving, Communication, Research",Expert,"Flexible, Night, Afternoon",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1667,0.0,0.0,4.5,Motivational,0.45
User_0188,7.9,0.67,0.08,Doing well. Staying on track with my goals.,Business,"Problem Solving, Data Analysis, Project Management, Machine Learning, Writing",Intermediate,"Evening, Weekends",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1667,0.0,0.0,2.5,Motivational,0.25
User_0189,5.5,0.44,-0.01,I know what I need to do but I just can't get myself started.,Physics,"Problem Solving, Data Analysis, Communication",Intermediate,"Evening, Morning",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.0,Motivational,0.6
User_0190,7.0,0.66,0.08,Pretty good day. Focused and productive.,Engineering,"Programming, Communication, Presentation, Statistics, Data Analysis",Intermediate,"Night, Afternoon, Evening",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0191,3.3,0.33,-0.21,I feel really overwhelmed lately and don't know how to cope.,Physics,"Machine Learning, Data Analysis, Critical Thinking, Programming, Teamwork",Beginner,"Morning, Evening, Flexible",Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,7.5,5.0,0.0,Emotional,0.75
User_0192,7.5,0.79,0.14,Feeling alright. Working through my tasks steadily.,Business,"Statistics, Python, Time Management, Communication, Research",Expert,"Flexible, Weekends, Afternoon",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0193,5.1,0.32,-0.05,I have the knowledge but struggle with execution and drive.,Computer Science,"Statistics, Communication, Data Analysis, Time Management, Presentation",Advanced,"Afternoon, Evening, Weekends",Motivational,-0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.1333,0.0,6.0,5.5,Academic,0.6
User_0194,3.0,0.16,-0.05,I feel hopeless about my progress and don't see a way forward.,Physics,"Problem Solving, Statistics, Communication, Python, Teamwork",Beginner,Evening,Emotional,-0.5716,0.1429,0.0,0.1429,0.0,0.0,0.0,0.2333,6.0,3.0,1.0,Emotional,0.6
User_0195,4.1,0.38,-0.17,My grades have been dropping and I feel academically behind.,Data Science,"Problem Solving, Critical Thinking, Data Analysis",Intermediate,"Afternoon, Night",Academic,-0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1667,0.0,7.0,3.0,Academic,0.7
User_0196,9.2,0.81,0.07,Today was balanced. Making good progress overall.,Education,"Data Analysis, Python, Presentation, Research, Programming",Beginner,"Flexible, Morning",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,None,0.0
User_0197,8.3,0.74,0.17,Feeling alright. Working through my tasks steadily.,Mathematics,"Project Management, Teamwork, Leadership, Critical Thinking",Expert,"Evening, Weekends, Night",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0198,4.3,0.38,-0.12,I need a push to stay consistent with my goals.,Education,"Project Management, Writing",Advanced,"Morning, Afternoon",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1667,0.0,5.0,4.5,Academic,0.5
User_0199,8.2,0.8,0.03,Doing well. Staying on track with my goals.,Education,"Machine Learning, Data Analysis, Teamwork",Intermediate,Night,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1667,0.0,0.0,2.5,Motivational,0.25
User_0200,6.8,0.75,0.11,Things are manageable. Looking forward to improving more.,Education,"Teamwork, Problem Solving",Intermediate,Night,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,3.0,Motivational,0.3
User_0201,9.2,0.69,0.01,Today was balanced. Making good progress overall.,Physics,"Presentation, Teamwork, Leadership, Programming, Writing",Beginner,Weekends,None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,None,0.0
User_0202,5.9,0.54,-0.08,I know what I need to do but I just can't get myself started.,Psychology,"Machine Learning, Presentation, Programming, Leadership, Critical Thinking",Advanced,"Morning, Weekends, Flexible",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.0,Motivational,0.6
User_0203,7.1,0.94,0.02,Had a normal day. Nothing special to report.,Data Science,"Data Analysis, Statistics, Presentation",Expert,"Afternoon, Evening, Morning",None,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,1.0,None,0.0
User_0204,5.9,0.43,-0.09,I need a study partner who can explain things differently.,Engineering,"Teamwork, Presentation, Machine Learning, Project Management",Intermediate,"Afternoon, Weekends",Academic,-0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.2,0.0,2.0,6.0,Motivational,0.6
User_0205,4.3,0.51,-0.07,I know what I need to do but I just can't get myself started.,Education,"Problem Solving, Presentation, Communication",Beginner,"Weekends, Evening",Motivational,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.0,Motivational,0.6
